NOC_CODE,OASIS_LABEL,TEER,Weight
1110,Financial Underwriters,1,0.3
1110,Financial advisors,1,0.3
1110,Financial analysts,1,0.3
1110,Financial auditors,1,0.3
1110,Financial examiners and inspectors,1,0.3
1110,Financial investigators,1,0.3
1110,Investment analysts,1,0.3
1110,Mortgage brokers,1,0.3
1110,Securities agents and investment dealers,1,0.3
1110,Trust officers,1,0.3
1120,Human resources professionals,1,0.3
1120,Professional occupations in business management consulting,1,0.3
1120,"Professional occupations in marketing, advertising and public relations",1,0.3
1201,"Supervisors, finance and insurance office workers",2,0.4
1201,"Supervisors, general office and administrative support workers",2,0.4
1201,"Supervisors, library, correspondence and related information workers",2,0.4
1201,"Supervisors, supply chain, tracking and scheduling coordination occupations",2,0.4
1210,Conference and event planners,2,0.4
1210,Excise tax revenue officers,2,0.4
1210,Executive assistants,2,0.4
1210,Government benefits services officers,2,0.4
1210,Human resources and recruitment officers,2,0.4
1210,Procurement and purchasing agents and officers,2,0.4
1211,Court reporters,2,0.4
1211,Health information management occupations,2,0.4
1211,Medical transcriptionists,2,0.4
1211,Records management technicians,2,0.4
1211,Statistical officers and related research support occupations,2,0.4
1220,Accounting technicians and bookkeepers,2,0.4
1220,Appraisers,2,0.4
1220,Assessors,2,0.4
1220,Business valuators,2,0.4
1220,Insurance adjusters,2,0.4
1220,Insurance claims examiners,2,0.4
1220,Insurance underwriters,2,0.4
1310,Administrative officers,3,0.6
1310,Payroll administrators,3,0.6
1310,Property administrators,3,0.6
1311,Administrative assistants,3,0.6
1311,Legal administrative assistants,3,0.6
1311,Medical administrative assistants,3,0.6
1320,Custom brokers,3,0.6
1320,Production logistics coordinators,3,0.6
1320,Ship brokers,3,0.6
1320,Transportation logistics coordinators,3,0.6
1410,Court clerks and related court services occupations,4,0.8
1410,File clerks,4,0.8
1410,General office support workers,4,0.8
1410,Hospital admitting clerks,4,0.8
1410,Personnel clerks,4,0.8
1410,Receptionists,4,0.8
1410,Switchboard and answering service operators,4,0.8
1410,Telephone operators,4,0.8
1411,Data entry clerks,4,0.8
1411,Desktop publishing operators,4,0.8
1411,Statistical clerks,4,0.8
1411,Survey interviewers,4,0.8
1411,Typesetting input and output operators,4,0.8
1420,Accounting and related clerks,4,0.8
1420,Bank clerks,4,0.8
1420,Collection clerks,4,0.8
1420,Insurance clerks,4,0.8
1420,Other financial clerks,4,0.8
1430,Classified advertising clerks,4,0.8
1430,Correspondence clerks,4,0.8
1430,Library assistants and clerks,4,0.8
1430,Proofreaders and editorial assistants,4,0.8
1430,Readers and press clippers,4,0.8
1430,Regulatory clerks,4,0.8
1440,Dispatchers,4,0.8
1440,Inventory control workers,4,0.8
1440,Production logistics workers,4,0.8
1440,Purchasing control workers,4,0.8
1440,Shippers and receivers,4,0.8
1440,Storekeepers and partspersons,4,0.8
1440,Transportation route and crew schedulers,4,0.8
2001,Architecture and urban planning managers,0,0.2
2001,Computer and information systems managers,0,0.2
2001,Engineering managers,0,0.2
2001,Science Managers,0,0.2
2110,Astronauts,1,0.3
2110,Astronomers,1,0.3
2110,Chemists,1,0.3
2110,Geoscientists,1,0.3
2110,Materials scientists,1,0.3
2110,Metallurgists,1,0.3
2110,Meteorologists and climatologists,1,0.3
2110,Oceanographers,1,0.3
2110,Physicists,1,0.3
2110,Soil scientists,1,0.3
2111,"Agricultural representatives, consultants and specialists",1,0.3
2111,Biologists,1,0.3
2111,Forestry professionals,1,0.3
2111,Microbiologists and cell and molecular biologists,1,0.3
2112,Public and environmental health and safety professionals,1,0.3
2120,Architects,1,0.3
2120,Land surveyors,1,0.3
2120,Landscape architects,1,0.3
2120,Urban and land use planners,1,0.3
2121,Actuaries,1,0.3
2121,Data scientists,1,0.3
2121,Mathematicians,1,0.3
2121,Statisticians,1,0.3
2122,Business system specialists,1,0.3
2122,Cybersecurity specialists,1,0.3
2122,Data administrators,1,0.3
2122,Database analysts,1,0.3
2122,Information systems specialists,1,0.3
2123,Computer systems developers and programmers,1,0.3
2123,Software developers and programmers,1,0.3
2123,Software engineers and designers,1,0.3
2123,Web designers,1,0.3
2123,Web developers and programmers,1,0.3
2130,Civil engineers,1,0.3
2130,Mechanical engineers,1,0.3
2131,Computer and telecommunications hardware engineers,1,0.3
2131,Electrical and electronics engineers,1,0.3
2131,Network system and data communication engineers,1,0.3
2132,Chemical engineers,1,0.3
2132,Industrial and manufacturing engineers,1,0.3
2132,Metallurgical and materials engineers,1,0.3
2133,Geological engineers,1,0.3
2133,Mining engineers,1,0.3
2133,Petroleum engineers,1,0.3
2139,Aerospace engineers,1,0.3
2139,Agricultural and bio-resource engineers,1,0.3
2139,Biomedical engineers,1,0.3
2139,Engineering physicists and engineering scientists,1,0.3
2139,Marine and naval engineers,1,0.3
2139,Textile engineers,1,0.3
2210,Chemical technicians,2,0.4
2210,Chemical technologists,2,0.4
2210,Geological and mineral technicians,2,0.4
2210,Geological and mineral technologists,2,0.4
2211,Arborists and tree service technicians,2,0.4
2211,Biological technicians,2,0.4
2211,Biological technologists,2,0.4
2211,Conservation and fishery officers,2,0.4
2211,Fish and fish products inspectors,2,0.4
2211,Forestry technologists and technicians,2,0.4
2211,Fruit and vegetables inspectors,2,0.4
2211,Golf course superintendents,2,0.4
2211,Grain inspectors,2,0.4
2211,Horticulturists,2,0.4
2211,Landscape designers and landscape architectural technicians and technologists,2,0.4
2211,Landscape gardeners,2,0.4
2211,Landscapers,2,0.4
2211,Lawn care specialists,2,0.4
2211,Meat inspectors,2,0.4
2211,Plant protection inspectors,2,0.4
2221,Aerial survey and remote sensing technologists and technicians,2,0.4
2221,Architectural technologists and technicians,2,0.4
2221,Cartographic technologists and technicians,2,0.4
2221,Drafting technicians,2,0.4
2221,Drafting technologists,2,0.4
2221,Geographic information system (GIS) technologists and technicians,2,0.4
2221,Industrial designers,2,0.4
2221,Land survey technicians,2,0.4
2221,Land survey technologists,2,0.4
2221,Meteorological technologists and technicians,2,0.4
2221,Photogrammetric technologists and technicians,2,0.4
2222,Computer and network operators,2,0.4
2222,Information systems testing technicians,2,0.4
2222,User support technicians,2,0.4
2222,Web technicians,2,0.4
2223,Airworthiness inspectors,2,0.4
2223,Construction inspectors,2,0.4
2223,"Inspectors, weights and measures",2,0.4
2223,Motor Vehicle defects investigators,2,0.4
2223,Non-destructive testers and inspectors,2,0.4
2223,Occupational health and safety specialists,2,0.4
2223,Oil and gas drilling rig inspectors,2,0.4
2223,Railway accident investigation officers,2,0.4
2230,Civil engineering technicians,2,0.4
2230,Civil engineering technologists,2,0.4
2230,Construction estimators,2,0.4
2230,Industrial engineering and manufacturing technicians,2,0.4
2230,Industrial engineering and manufacturing technologists,2,0.4
2230,Mechanical engineering technicians,2,0.4
2230,Mechanical engineering technologists,2,0.4
